periodo,codigo_serie,afp,variable,valor
Feb.2020,PN01175MM,Integra,afiliados_miles,2345.582
Feb.2020,PN01176MM,Prima,afiliados_miles,2360.478
Feb.2020,PN01177MM,Profuturo,afiliados_miles,1769.228
Feb.2020,PN01179MM,Habitat,rentab_real_12m,12.015
Feb.2020,PN01180MM,Integra,rentab_real_12m,8.622
Mar.2020,PN01168MM,Habitat,valor_fondo_mill_soles,10754.3990247901
Mar.2020,PN01169MM,Integra,valor_fondo_mill_soles,56839.2636302646
Mar.2020,PN01170MM,Prima,valor_fondo_mill_soles,46466.0074693419
Mar.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,38668.010184646
Mar.2020,PN01174MM,Habitat,afiliados_miles,1017.289
Mar.2020,PN01175MM,Integra,afiliados_miles,2374.274
Mar.2020,PN01176MM,Prima,afiliados_miles,2363.253
Mar.2020,PN01177MM,Profuturo,afiliados_miles,1767.1
Mar.2020,PN01179MM,Habitat,rentab_real_12m,-0.3735
Mar.2020,PN01180MM,Integra,rentab_real_12m,-3.2129
Abr.2020,PN01168MM,Habitat,valor_fondo_mill_soles,10980.5649566996
Abr.2020,PN01169MM,Integra,valor_fondo_mill_soles,57042.0582013098
Abr.2020,PN01170MM,Prima,valor_fondo_mill_soles,46706.6068738738
Abr.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,38585.4790060022
Abr.2020,PN01174MM,Habitat,afiliados_miles,1017.289
Abr.2020,PN01175MM,Integra,afiliados_miles,2374.274
Abr.2020,PN01176MM,Prima,afiliados_miles,2363.253
Abr.2020,PN01177MM,Profuturo,afiliados_miles,1767.1
Abr.2020,PN01179MM,Habitat,rentab_real_12m,-5.3474
Abr.2020,PN01180MM,Integra,rentab_real_12m,-7.1135
May.2020,PN01168MM,Habitat,valor_fondo_mill_soles,11398.447952562
May.2020,PN01169MM,Integra,valor_fondo_mill_soles,58036.330546069
May.2020,PN01170MM,Prima,valor_fondo_mill_soles,47518.48012754
May.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,39380.449852306
May.2020,PN01174MM,Habitat,afiliados_miles,1015.708
May.2020,PN01175MM,Integra,afiliados_miles,2407.347
May.2020,PN01176MM,Prima,afiliados_miles,2365.074
May.2020,PN01177MM,Profuturo,afiliados_miles,1765.623
May.2020,PN01179MM,Habitat,rentab_real_12m,-0.3459
May.2020,PN01180MM,Integra,rentab_real_12m,-3.1779
Jun.2020,PN01168MM,Habitat,valor_fondo_mill_soles,10942.622463151
Jun.2020,PN01169MM,Integra,valor_fondo_mill_soles,56502.136816339
Jun.2020,PN01170MM,Prima,valor_fondo_mill_soles,45892.349184523
Jun.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,37593.863710581
Jun.2020,PN01174MM,Habitat,afiliados_miles,1016.269
Jun.2020,PN01175MM,Integra,afiliados_miles,2429.884
Jun.2020,PN01176MM,Prima,afiliados_miles,2364.85
Jun.2020,PN01177MM,Profuturo,afiliados_miles,1765.579
Jun.2020,PN01179MM,Habitat,rentab_real_12m,3.0388
Jun.2020,PN01180MM,Integra,rentab_real_12m,-0.2418
Jul.2020,PN01168MM,Habitat,valor_fondo_mill_soles,11042.76120322
Jul.2020,PN01169MM,Integra,valor_fondo_mill_soles,55612.04737624
Jul.2020,PN01170MM,Prima,valor_fondo_mill_soles,45501.491960387
Jul.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,36995.820734747
Jul.2020,PN01174MM,Habitat,afiliados_miles,1016.818
Jul.2020,PN01175MM,Integra,afiliados_miles,2461.931
Jul.2020,PN01176MM,Prima,afiliados_miles,2364.636
Jul.2020,PN01177MM,Profuturo,afiliados_miles,1765.068
Jul.2020,PN01179MM,Habitat,rentab_real_12m,2.9391
Jul.2020,PN01180MM,Integra,rentab_real_12m,-0.1257
Ago.2020,PN01168MM,Habitat,valor_fondo_mill_soles,11384.624024538
Ago.2020,PN01169MM,Integra,valor_fondo_mill_soles,56315.293606906
Ago.2020,PN01170MM,Prima,valor_fondo_mill_soles,46067.191391419
Ago.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,37599.630521954
Ago.2020,PN01174MM,Habitat,afiliados_miles,1017.458
Ago.2020,PN01175MM,Integra,afiliados_miles,2495.068
Ago.2020,PN01176MM,Prima,afiliados_miles,2364.042
Ago.2020,PN01177MM,Profuturo,afiliados_miles,1764.492
Ago.2020,PN01179MM,Habitat,rentab_real_12m,6.2386
Ago.2020,PN01180MM,Integra,rentab_real_12m,3.1678
Sep.2020,PN01168MM,Habitat,valor_fondo_mill_soles,11578.212793295
Sep.2020,PN01169MM,Integra,valor_fondo_mill_soles,55904.39480296
Sep.2020,PN01170MM,Prima,valor_fondo_mill_soles,45819.520414021
Sep.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,37499.100136192
Sep.2020,PN01174MM,Habitat,afiliados_miles,1017.861
Sep.2020,PN01175MM,Integra,afiliados_miles,2528.481
Sep.2020,PN01176MM,Prima,afiliados_miles,2362.994
Sep.2020,PN01177MM,Profuturo,afiliados_miles,1763.597
Sep.2020,PN01179MM,Habitat,rentab_real_12m,5.3575
Sep.2020,PN01180MM,Integra,rentab_real_12m,1.9266
Oct.2020,PN01168MM,Habitat,valor_fondo_mill_soles,11814.144171796
Oct.2020,PN01169MM,Integra,valor_fondo_mill_soles,55840.548464378
Oct.2020,PN01170MM,Prima,valor_fondo_mill_soles,45843.396678628
Oct.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,37449.946087955
Oct.2020,PN01174MM,Habitat,afiliados_miles,1018.159
Oct.2020,PN01175MM,Integra,afiliados_miles,2567.213
Oct.2020,PN01176MM,Prima,afiliados_miles,2361.155
Oct.2020,PN01177MM,Profuturo,afiliados_miles,1762.523
Oct.2020,PN01179MM,Habitat,rentab_real_12m,5.8981
Oct.2020,PN01180MM,Integra,rentab_real_12m,2.1973
Nov.2020,PN01168MM,Habitat,valor_fondo_mill_soles,12905.449771242
Nov.2020,PN01169MM,Integra,valor_fondo_mill_soles,59025.553918275
Nov.2020,PN01170MM,Prima,valor_fondo_mill_soles,48516.663366969
Nov.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,39677.640829903
Nov.2020,PN01174MM,Habitat,afiliados_miles,1018.593
Nov.2020,PN01175MM,Integra,afiliados_miles,2608.659
Nov.2020,PN01176MM,Prima,afiliados_miles,2360.405
Nov.2020,PN01177MM,Profuturo,afiliados_miles,1761.641
Nov.2020,PN01179MM,Habitat,rentab_real_12m,7.6204
Nov.2020,PN01180MM,Integra,rentab_real_12m,3.7866
Dic.2020,PN01168MM,Habitat,valor_fondo_mill_soles,13643.608699135
Dic.2020,PN01169MM,Integra,valor_fondo_mill_soles,59947.907269463
Dic.2020,PN01170MM,Prima,valor_fondo_mill_soles,49352.794367007
Dic.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,40384.333399253
Dic.2020,PN01174MM,Habitat,afiliados_miles,1018.475
Dic.2020,PN01175MM,Integra,afiliados_miles,2641.313
Dic.2020,PN01176MM,Prima,afiliados_miles,2360.161
Dic.2020,PN01177MM,Profuturo,afiliados_miles,1760.772
Dic.2020,PN01179MM,Habitat,rentab_real_12m,12.424
Dic.2020,PN01180MM,Integra,rentab_real_12m,7.6509
Ene.2021,PN01168MM,Habitat,valor_fondo_mill_soles,13932.212995653
Ene.2021,PN01169MM,Integra,valor_fondo_mill_soles,59324.806249068
Ene.2021,PN01170MM,Prima,valor_fondo_mill_soles,49124.472518926
Ene.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,39566.836278665
Ene.2021,PN01174MM,Habitat,afiliados_miles,1018.5
Ene.2021,PN01175MM,Integra,afiliados_miles,2673.222
Ene.2021,PN01176MM,Prima,afiliados_miles,2359.172
Ene.2021,PN01177MM,Profuturo,afiliados_miles,1759.953
Ene.2021,PN01179MM,Habitat,rentab_real_12m,13.0458
Ene.2021,PN01180MM,Integra,rentab_real_12m,8.6065
Feb.2021,PN01168MM,Habitat,valor_fondo_mill_soles,14326.919933301
Feb.2021,PN01169MM,Integra,valor_fondo_mill_soles,58761.361652702
Feb.2021,PN01170MM,Prima,valor_fondo_mill_soles,48523.534012985
Feb.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,39294.90908874
Feb.2021,PN01174MM,Habitat,afiliados_miles,1019.274
Feb.2021,PN01175MM,Integra,afiliados_miles,2708.955
Feb.2021,PN01176MM,Prima,afiliados_miles,2358.189
Feb.2021,PN01177MM,Profuturo,afiliados_miles,1759.265
Feb.2021,PN01179MM,Habitat,rentab_real_12m,14.8401
Feb.2021,PN01180MM,Integra,rentab_real_12m,9.7357
Mar.2021,PN01168MM,Habitat,valor_fondo_mill_soles,14309.363301325
Mar.2021,PN01169MM,Integra,valor_fondo_mill_soles,57720.573410359
Mar.2021,PN01170MM,Prima,valor_fondo_mill_soles,47773.475326135
Mar.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,38782.220188992
Mar.2021,PN01174MM,Habitat,afiliados_miles,1021.017
Mar.2021,PN01175MM,Integra,afiliados_miles,2742.978
Mar.2021,PN01176MM,Prima,afiliados_miles,2356.721
Mar.2021,PN01177MM,Profuturo,afiliados_miles,1758.011
Mar.2021,PN01179MM,Habitat,rentab_real_12m,23.7131
Mar.2021,PN01180MM,Integra,rentab_real_12m,19.3514
Abr.2021,PN01168MM,Habitat,valor_fondo_mill_soles,14524.618995485
Abr.2021,PN01169MM,Integra,valor_fondo_mill_soles,57424.366262715
Abr.2021,PN01170MM,Prima,valor_fondo_mill_soles,47335.601904022
Abr.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,38552.615224713
Abr.2021,PN01174MM,Habitat,afiliados_miles,1020.908
Abr.2021,PN01175MM,Integra,afiliados_miles,2777.313
Abr.2021,PN01176MM,Prima,afiliados_miles,2355.931
Abr.2021,PN01177MM,Profuturo,afiliados_miles,1757.303
Abr.2021,PN01179MM,Habitat,rentab_real_12m,26.6028
Abr.2021,PN01180MM,Integra,rentab_real_12m,21.7927
May.2021,PN01168MM,Habitat,valor_fondo_mill_soles,15154.531960051
May.2021,PN01169MM,Integra,valor_fondo_mill_soles,59519.988391671
May.2021,PN01170MM,Prima,valor_fondo_mill_soles,48555.289691204
May.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,39850.298393504
May.2021,PN01174MM,Habitat,afiliados_miles,1021.525
May.2021,PN01175MM,Integra,afiliados_miles,2813.095
May.2021,PN01176MM,Prima,afiliados_miles,2354.819
May.2021,PN01177MM,Profuturo,afiliados_miles,1756.623
May.2021,PN01179MM,Habitat,rentab_real_12m,20.4762
May.2021,PN01180MM,Integra,rentab_real_12m,19.9782
Jun.2021,PN01168MM,Habitat,valor_fondo_mill_soles,14696.713883315
Jun.2021,PN01169MM,Integra,valor_fondo_mill_soles,56928.478484167
Jun.2021,PN01170MM,Prima,valor_fondo_mill_soles,46698.746029399
Jun.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,38267.963325602
Jun.2021,PN01174MM,Habitat,afiliados_miles,1021.764
Jun.2021,PN01175MM,Integra,afiliados_miles,2856.044
Jun.2021,PN01176MM,Prima,afiliados_miles,2353.808
Jun.2021,PN01177MM,Profuturo,afiliados_miles,1755.526
Jun.2021,PN01179MM,Habitat,rentab_real_12m,14.9148
Jun.2021,PN01180MM,Integra,rentab_real_12m,15.5665
Jul.2021,PN01168MM,Habitat,valor_fondo_mill_soles,13857.185787124
Jul.2021,PN01169MM,Integra,valor_fondo_mill_soles,53032.80537743
Jul.2021,PN01170MM,Prima,valor_fondo_mill_soles,42495.597469467
Jul.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,35403.856431873
Jul.2021,PN01174MM,Habitat,afiliados_miles,1021.539
Jul.2021,PN01175MM,Integra,afiliados_miles,2897.334
Jul.2021,PN01176MM,Prima,afiliados_miles,2352.358
Jul.2021,PN01177MM,Profuturo,afiliados_miles,1754.676
Jul.2021,PN01179MM,Habitat,rentab_real_12m,9.4667
Jul.2021,PN01180MM,Integra,rentab_real_12m,10.8805
Ago.2021,PN01168MM,Habitat,valor_fondo_mill_soles,13073.240595599
Ago.2021,PN01169MM,Integra,valor_fondo_mill_soles,49076.132598373
Ago.2021,PN01170MM,Prima,valor_fondo_mill_soles,38720.479980998
Ago.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,32310.360735203
Ago.2021,PN01174MM,Habitat,afiliados_miles,1020.957
Ago.2021,PN01175MM,Integra,afiliados_miles,2944.433
Ago.2021,PN01176MM,Prima,afiliados_miles,2352.077
Ago.2021,PN01177MM,Profuturo,afiliados_miles,1753.986
Ago.2021,PN01179MM,Habitat,rentab_real_12m,3.5617
Ago.2021,PN01180MM,Integra,rentab_real_12m,5.7496
Sep.2021,PN01168MM,Habitat,valor_fondo_mill_soles,12565.039881103
Sep.2021,PN01169MM,Integra,valor_fondo_mill_soles,46510.0391320562
Sep.2021,PN01170MM,Prima,valor_fondo_mill_soles,38368.2807659752
Sep.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,30286.2986334106
Sep.2021,PN01174MM,Habitat,afiliados_miles,1020.191
Sep.2021,PN01175MM,Integra,afiliados_miles,2995.66
Sep.2021,PN01176MM,Prima,afiliados_miles,2351.087
Sep.2021,PN01177MM,Profuturo,afiliados_miles,1753.426
Sep.2021,PN01179MM,Habitat,rentab_real_12m,5.352
Sep.2021,PN01180MM,Integra,rentab_real_12m,7.7466
Oct.2021,PN01168MM,Habitat,valor_fondo_mill_soles,12752.169611851
Oct.2021,PN01169MM,Integra,valor_fondo_mill_soles,47520.7088040986
Oct.2021,PN01170MM,Prima,valor_fondo_mill_soles,39239.8244787737
Oct.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,30944.6871863037
Oct.2021,PN01174MM,Habitat,afiliados_miles,1019.287
Oct.2021,PN01175MM,Integra,afiliados_miles,3049.041
Oct.2021,PN01176MM,Prima,afiliados_miles,2350.201
Oct.2021,PN01177MM,Profuturo,afiliados_miles,1752.554
Oct.2021,PN01179MM,Habitat,rentab_real_12m,3.703
Oct.2021,PN01180MM,Integra,rentab_real_12m,7.4078
Nov.2021,PN01168MM,Habitat,valor_fondo_mill_soles,12826.183813618
Nov.2021,PN01169MM,Integra,valor_fondo_mill_soles,47801.646603868
Nov.2021,PN01170MM,Prima,valor_fondo_mill_soles,39505.711881732
Nov.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,31085.97218364
Nov.2021,PN01174MM,Habitat,afiliados_miles,1018.426
Nov.2021,PN01175MM,Integra,afiliados_miles,3094.134
Nov.2021,PN01176MM,Prima,afiliados_miles,2349.583
Nov.2021,PN01177MM,Profuturo,afiliados_miles,1750.528
Nov.2021,PN01179MM,Habitat,rentab_real_12m,2.6693
Nov.2021,PN01180MM,Integra,rentab_real_12m,6.4523
Dic.2021,PN01168MM,Habitat,valor_fondo_mill_soles,12825.4686689947
Dic.2021,PN01169MM,Integra,valor_fondo_mill_soles,48097.2429163364
Dic.2021,PN01170MM,Prima,valor_fondo_mill_soles,39758.9591370895
Dic.2021,PN01171MM,Profuturo,valor_fondo_mill_soles,31236.545066398
Dic.2021,PN01174MM,Habitat,afiliados_miles,1016.413
Dic.2021,PN01175MM,Integra,afiliados_miles,3135.688
Dic.2021,PN01176MM,Prima,afiliados_miles,2349.901
Dic.2021,PN01177MM,Profuturo,afiliados_miles,1749.975
Dic.2021,PN01179MM,Habitat,rentab_real_12m,-3.1892
Dic.2021,PN01180MM,Integra,rentab_real_12m,1.2205
Ene.2022,PN01168MM,Habitat,valor_fondo_mill_soles,12714.33856496
Ene.2022,PN01169MM,Integra,valor_fondo_mill_soles,47519.172022121
Ene.2022,PN01170MM,Prima,valor_fondo_mill_soles,39486.291252323
Ene.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,30980.978663352
Ene.2022,PN01174MM,Habitat,afiliados_miles,1016.358
Ene.2022,PN01175MM,Integra,afiliados_miles,3183.288
Ene.2022,PN01176MM,Prima,afiliados_miles,2349.574
Ene.2022,PN01177MM,Profuturo,afiliados_miles,1749.579
Ene.2022,PN01179MM,Habitat,rentab_real_12m,-6.0243
Ene.2022,PN01180MM,Integra,rentab_real_12m,-1.5146
Feb.2022,PN01168MM,Habitat,valor_fondo_mill_soles,12750.189134255
Feb.2022,PN01169MM,Integra,valor_fondo_mill_soles,47606.778823599
Feb.2022,PN01170MM,Prima,valor_fondo_mill_soles,39415.882308727
Feb.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,30914.917600937
Feb.2022,PN01174MM,Habitat,afiliados_miles,1015.787
Feb.2022,PN01175MM,Integra,afiliados_miles,3228.654
Feb.2022,PN01176MM,Prima,afiliados_miles,2349.373
Feb.2022,PN01177MM,Profuturo,afiliados_miles,1749.304
Feb.2022,PN01179MM,Habitat,rentab_real_12m,-8.8462
Feb.2022,PN01180MM,Integra,rentab_real_12m,-4.7876
Mar.2022,PN01168MM,Habitat,valor_fondo_mill_soles,12917.6337286779
Mar.2022,PN01169MM,Integra,valor_fondo_mill_soles,47781.2407212097
Mar.2022,PN01170MM,Prima,valor_fondo_mill_soles,39138.2984261352
Mar.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,30987.6301481316
Mar.2022,PN01174MM,Habitat,afiliados_miles,1014.843
Mar.2022,PN01175MM,Integra,afiliados_miles,3274.989
Mar.2022,PN01176MM,Prima,afiliados_miles,2349.153
Mar.2022,PN01177MM,Profuturo,afiliados_miles,1748.933
Mar.2022,PN01179MM,Habitat,rentab_real_12m,-5.3161
Mar.2022,PN01180MM,Integra,rentab_real_12m,-4.242
Abr.2022,PN01168MM,Habitat,valor_fondo_mill_soles,12557.36471685
Abr.2022,PN01169MM,Integra,valor_fondo_mill_soles,46729.388776355
Abr.2022,PN01170MM,Prima,valor_fondo_mill_soles,38116.343093772
Abr.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,30210.532854353
Abr.2022,PN01174MM,Habitat,afiliados_miles,1014.357
Abr.2022,PN01175MM,Integra,afiliados_miles,3320.75
Abr.2022,PN01176MM,Prima,afiliados_miles,2348.976
Abr.2022,PN01177MM,Profuturo,afiliados_miles,1748.448
Abr.2022,PN01179MM,Habitat,rentab_real_12m,-5.9681
Abr.2022,PN01180MM,Integra,rentab_real_12m,-6.2246
May.2022,PN01168MM,Habitat,valor_fondo_mill_soles,12272.7696964005
May.2022,PN01169MM,Integra,valor_fondo_mill_soles,45577.4985340415
May.2022,PN01170MM,Prima,valor_fondo_mill_soles,37429.7405362894
May.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,29218.3470558462
May.2022,PN01174MM,Habitat,afiliados_miles,1014.467
May.2022,PN01175MM,Integra,afiliados_miles,3367.81
May.2022,PN01176MM,Prima,afiliados_miles,2348.549
May.2022,PN01177MM,Profuturo,afiliados_miles,1747.832
May.2022,PN01179MM,Habitat,rentab_real_12m,-11.5009
May.2022,PN01180MM,Integra,rentab_real_12m,-12.7299
Jun.2022,PN01168MM,Habitat,valor_fondo_mill_soles,11852.6360985997
Jun.2022,PN01169MM,Integra,valor_fondo_mill_soles,44770.0921205094
Jun.2022,PN01170MM,Prima,valor_fondo_mill_soles,36446.6750911387
Jun.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,28428.2063862359
Jun.2022,PN01174MM,Habitat,afiliados_miles,1014.653
Jun.2022,PN01175MM,Integra,afiliados_miles,3419.381
Jun.2022,PN01176MM,Prima,afiliados_miles,2347.956
Jun.2022,PN01177MM,Profuturo,afiliados_miles,1747.356
Jun.2022,PN01179MM,Habitat,rentab_real_12m,-14.3596
Jun.2022,PN01180MM,Integra,rentab_real_12m,-15.0144
Jul.2022,PN01168MM,Habitat,valor_fondo_mill_soles,11730.1881815874
Jul.2022,PN01169MM,Integra,valor_fondo_mill_soles,43644.8273825386
Jul.2022,PN01170MM,Prima,valor_fondo_mill_soles,35332.9153772582
Jul.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,27502.4611958978
Jul.2022,PN01174MM,Habitat,afiliados_miles,1014.282
Jul.2022,PN01175MM,Integra,afiliados_miles,3468.216
Jul.2022,PN01176MM,Prima,afiliados_miles,2347.133
Jul.2022,PN01177MM,Profuturo,afiliados_miles,1746.671
Jul.2022,PN01179MM,Habitat,rentab_real_12m,-15.6259
Jul.2022,PN01180MM,Integra,rentab_real_12m,-14.6607
Ago.2022,PN01168MM,Habitat,valor_fondo_mill_soles,11111.0209573065
Ago.2022,PN01169MM,Integra,valor_fondo_mill_soles,40304.5109712043
Ago.2022,PN01170MM,Prima,valor_fondo_mill_soles,32802.1641335926
Ago.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,25353.2660650627
Ago.2022,PN01174MM,Habitat,afiliados_miles,1014.075
Ago.2022,PN01175MM,Integra,afiliados_miles,3521.083
Ago.2022,PN01176MM,Prima,afiliados_miles,2346.805
Ago.2022,PN01177MM,Profuturo,afiliados_miles,1745.949
Ago.2022,PN01179MM,Habitat,rentab_real_12m,-11.6141
Ago.2022,PN01180MM,Integra,rentab_real_12m,-12.5754
Sep.2022,PN01168MM,Habitat,valor_fondo_mill_soles,10741.0473090124
Sep.2022,PN01169MM,Integra,valor_fondo_mill_soles,37382.8891580912
Sep.2022,PN01170MM,Prima,valor_fondo_mill_soles,30417.7319587316
Sep.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,23298.7319761592
Sep.2022,PN01174MM,Habitat,afiliados_miles,1013.9
Sep.2022,PN01175MM,Integra,afiliados_miles,3578.515
Sep.2022,PN01176MM,Prima,afiliados_miles,2346.509
Sep.2022,PN01177MM,Profuturo,afiliados_miles,1745.22
Sep.2022,PN01179MM,Habitat,rentab_real_12m,-15.8061
Sep.2022,PN01180MM,Integra,rentab_real_12m,-16.3814
Oct.2022,PN01168MM,Habitat,valor_fondo_mill_soles,11159.8414319181
Oct.2022,PN01169MM,Integra,valor_fondo_mill_soles,37665.1611913742
Oct.2022,PN01170MM,Prima,valor_fondo_mill_soles,30732.4434684612
Oct.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,23335.7849372136
Oct.2022,PN01174MM,Habitat,afiliados_miles,1013.428
Oct.2022,PN01175MM,Integra,afiliados_miles,3634.898
Oct.2022,PN01176MM,Prima,afiliados_miles,2345.808
Oct.2022,PN01177MM,Profuturo,afiliados_miles,1744.345
Oct.2022,PN01179MM,Habitat,rentab_real_12m,-12.7723
Oct.2022,PN01180MM,Integra,rentab_real_12m,-13.8551
Nov.2022,PN01168MM,Habitat,valor_fondo_mill_soles,11517.7310203376
Nov.2022,PN01169MM,Integra,valor_fondo_mill_soles,38662.7695339374
Nov.2022,PN01170MM,Prima,valor_fondo_mill_soles,31948.4793026058
Nov.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,23852.6614615719
Nov.2022,PN01174MM,Habitat,afiliados_miles,1012.883
Nov.2022,PN01175MM,Integra,afiliados_miles,3680.194
Nov.2022,PN01176MM,Prima,afiliados_miles,2345.194
Nov.2022,PN01177MM,Profuturo,afiliados_miles,1743.458
Nov.2022,PN01179MM,Habitat,rentab_real_12m,-12.4324
Nov.2022,PN01180MM,Integra,rentab_real_12m,-13.4861
Dic.2022,PN01168MM,Habitat,valor_fondo_mill_soles,11451.427015263
Dic.2022,PN01169MM,Integra,valor_fondo_mill_soles,38159.3977466136
Dic.2022,PN01170MM,Prima,valor_fondo_mill_soles,31498.7779810139
Dic.2022,PN01171MM,Profuturo,valor_fondo_mill_soles,23520.6078481537
Dic.2022,PN01174MM,Habitat,afiliados_miles,1012.781
Dic.2022,PN01175MM,Integra,afiliados_miles,3716.181
Dic.2022,PN01176MM,Prima,afiliados_miles,2344.701
Dic.2022,PN01177MM,Profuturo,afiliados_miles,1742.641
Dic.2022,PN01179MM,Habitat,rentab_real_12m,-12.9909
Dic.2022,PN01180MM,Integra,rentab_real_12m,-13.521
Ene.2023,PN01168MM,Habitat,valor_fondo_mill_soles,11976.6208091707
Ene.2023,PN01169MM,Integra,valor_fondo_mill_soles,39198.4618485017
Ene.2023,PN01170MM,Prima,valor_fondo_mill_soles,32482.004427378
Ene.2023,PN01171MM,Profuturo,valor_fondo_mill_soles,24214.4240556824
Ene.2023,PN01174MM,Habitat,afiliados_miles,1012.732
Ene.2023,PN01175MM,Integra,afiliados_miles,3764.987
Ene.2023,PN01176MM,Prima,afiliados_miles,2344.355
Ene.2023,PN01177MM,Profuturo,afiliados_miles,1741.853
Ene.2023,PN01179MM,Habitat,rentab_real_12m,-10.5944
Ene.2023,PN01180MM,Integra,rentab_real_12m,-10.2893
Feb.2023,PN01168MM,Habitat,valor_fondo_mill_soles,11860.0585914315
Feb.2023,PN01169MM,Integra,valor_fondo_mill_soles,38818.0897611384
Feb.2023,PN01170MM,Prima,valor_fondo_mill_soles,32076.1893567886
Feb.2023,PN01171MM,Profuturo,valor_fondo_mill_soles,23763.0419109231
Feb.2023,PN01174MM,Habitat,afiliados_miles,1012.969
Feb.2023,PN01175MM,Integra,afiliados_miles,3807.321
Feb.2023,PN01176MM,Prima,afiliados_miles,2343.744
Feb.2023,PN01177MM,Profuturo,afiliados_miles,1741.27
Feb.2023,PN01179MM,Habitat,rentab_real_12m,-12.9925
Feb.2023,PN01180MM,Integra,rentab_real_12m,-11.5392
Mar.2023,PN01168MM,Habitat,valor_fondo_mill_soles,12282.854755512
Mar.2023,PN01169MM,Integra,valor_fondo_mill_soles,39468.157335006
Mar.2023,PN01170MM,Prima,valor_fondo_mill_soles,32617.238396506
Mar.2023,PN01171MM,Profuturo,valor_fondo_mill_soles,23986.482914293
Mar.2023,PN01174MM,Habitat,afiliados_miles,1013.323
Mar.2023,PN01175MM,Integra,afiliados_miles,3851.633
Mar.2023,PN01176MM,Prima,afiliados_miles,2343.011
Mar.2023,PN01177MM,Profuturo,afiliados_miles,1740.288
Mar.2023,PN01179MM,Habitat,rentab_real_12m,-12.7319
Mar.2023,PN01180MM,Integra,rentab_real_12m,-10.1102
Abr.2023,PN01168MM,Habitat,valor_fondo_mill_soles,12471.4406248877
Abr.2023,PN01169MM,Integra,valor_fondo_mill_soles,39594.048673194
Abr.2023,PN01170MM,Prima,valor_fondo_mill_soles,32800.956236489
Abr.2023,PN01171MM,Profuturo,valor_fondo_mill_soles,23955.1375887637
Abr.2023,PN01174MM,Habitat,afiliados_miles,1013.298
Abr.2023,PN01175MM,Integra,afiliados_miles,3886.246
Abr.2023,PN01176MM,Prima,afiliados_miles,2342.878
Abr.2023,PN01177MM,Profuturo,afiliados_miles,1739.98
Abr.2023,PN01179MM,Habitat,rentab_real_12m,-10.3913
Abr.2023,PN01180MM,Integra,rentab_real_12m,-7.5397
May.2023,PN01168MM,Habitat,valor_fondo_mill_soles,12555.5990400281
May.2023,PN01169MM,Integra,valor_fondo_mill_soles,39691.8508923026
May.2023,PN01170MM,Prima,valor_fondo_mill_soles,32776.2452472143
May.2023,PN01171MM,Profuturo,valor_fondo_mill_soles,23913.8856277337
May.2023,PN01174MM,Habitat,afiliados_miles,1014.218
May.2023,PN01175MM,Integra,afiliados_miles,3930.037
May.2023,PN01176MM,Prima,afiliados_miles,2341.613
May.2023,PN01177MM,Profuturo,afiliados_miles,1738.721
May.2023,PN01179MM,Habitat,rentab_real_12m,-8.4819
May.2023,PN01180MM,Integra,rentab_real_12m,-5.3306
Jun.2023,PN01168MM,Habitat,valor_fondo_mill_soles,13065.2494235159
Jun.2023,PN01169MM,Integra,valor_fondo_mill_soles,40502.5313685217
Jun.2023,PN01170MM,Prima,valor_fondo_mill_soles,33576.8248945513
Jun.2023,PN01171MM,Profuturo,valor_fondo_mill_soles,24458.6335741728
Jun.2023,PN01174MM,Habitat,afiliados_miles,1014.37
Jun.2023,PN01175MM,Integra,afiliados_miles,3969.748
Jun.2023,PN01176MM,Prima,afiliados_miles,2341.661
